event_number,track_id,step_number,x,y,z,ux,uy,uz,angle,step_length,track_length,E_kin,E_dep
4,2,3,8.091,35.798,0.096,0.914,0.349,-0.209,87.811,0.698,1.624,70.830,8.021
4,2,4,8.344,35.895,0.038,0.028,0.565,0.824,161.804,0.585,2.209,64.496,6.333
4,2,5,8.351,36.029,0.234,-0.081,-0.474,0.877,103.731,0.502,2.712,57.317,7.179
4,2,6,8.335,35.936,0.405,0.418,0.311,0.854,135.536,0.414,3.126,49.798,7.519
4,2,7,8.400,35.985,0.538,-0.147,-0.875,-0.461,22.999,0.330,3.456,46.774,3.024
4,2,8,8.379,35.861,0.474,0.293,0.764,-0.575,97.870,0.299,3.755,40.621,6.154
4,2,9,8.412,35.947,0.409,0.242,0.842,-0.482,105.297,0.239,3.994,35.356,5.265
4,2,10,8.433,36.022,0.366,0.695,0.409,-0.592,78.128,0.192,4.186,30.312,5.044
4,2,11,8.482,36.051,0.325,0.676,-0.576,-0.459,32.605,0.152,4.337,25.467,4.845
4,2,12,8.518,36.020,0.300,0.430,0.144,0.891,127.830,0.117,4.454,23.697,1.769
4,2,13,8.538,36.027,0.343,0.034,0.140,0.990,138.039,0.105,4.559,21.162,2.536
4,2,14,8.540,36.033,0.382,0.828,-0.457,-0.324,46.146,0.089,4.649,20.076,1.086
4,2,15,8.570,36.016,0.370,0.151,-0.116,0.982,121.929,0.083,4.732,18.322,1.754
4,2,16,8.575,36.012,0.401,0.418,-0.307,0.855,104.972,0.073,4.805,16.006,2.317
4,2,17,8.586,36.004,0.424,-0.084,0.907,0.412,162.255,0.062,4.867,11.989,4.017
4,2,18,8.584,36.020,0.431,-0.008,-0.665,-0.747,12.483,0.044,4.910,9.441,2.548
4,2,19,8.584,36.012,0.422,-0.094,0.124,-0.988,57.536,0.034,4.944,7.140,2.300
4,2,20,8.584,36.013,0.414,-0.890,0.017,0.457,117.758,0.027,4.971,6.366,0.774
4,2,21,8.578,36.013,0.417,0.022,-0.063,0.998,126.967,0.024,4.995,4.437,1.928
4,2,22,8.578,36.013,0.421,-0.289,-0.729,-0.620,26.848,0.019,5.014,2.688,1.750
4,2,23,8.577,36.011,0.420,0.967,-0.252,0.021,70.086,0.012,5.027,0.000,2.688
5,1,0,0.000,0.000,0.000,-0.934,-0.013,0.358,0.000,0.000,0.000,1000.000,0.000
5,1,1,-0.147,-0.006,0.058,-0.937,-0.007,0.350,0.577,0.158,0.158,999.888,0.112
5,1,2,-1.062,-0.013,0.401,-0.946,-0.315,0.075,23.897,1.000,1.158,993.526,6.363
5,1,3,-1.986,-0.320,0.474,-0.965,-0.177,0.192,13.504,1.000,2.158,990.978,2.547
5,1,4,-2.929,-0.493,0.662,-0.946,-0.134,0.294,7.906,1.000,3.158,985.703,5.275
5,1,5,-3.853,-0.624,0.949,-0.971,0.146,0.191,13.413,1.000,4.158,978.570,7.133
5,1,6,-4.801,-0.482,1.136,-0.982,0.099,0.163,13.192,1.000,5.158,974.968,3.602
5,1,7,-5.759,-0.385,1.295,-0.961,-0.088,0.261,7.224,1.000,6.158,971.726,3.242
5,1,8,-6.698,-0.471,1.550,-0.975,0.012,0.223,8.236,1.000,7.158,970.705,1.020
5,1,9,-7.649,-0.459,1.767,-0.965,-0.083,0.247,7.745,1.000,8.158,967.517,3.188
5,1,10,-8.592,-0.540,2.008,-0.958,0.042,0.283,5.529,1.000,9.158,962.883,4.634
5,1,11,-9.527,-0.498,2.284,-0.540,0.779,0.317,52.556,1.000,10.158,960.340,2.543
5,1,12,-10.054,0.262,2.594,-0.584,0.768,0.265,50.960,1.000,11.158,956.438,3.902
5,1,13,-10.623,1.011,2.852,-0.562,0.712,0.421,48.221,1.000,12.158,954.775,1.664
5,1,14,-11.172,1.705,3.263,-0.449,0.785,0.427,55.815,1.000,13.158,952.364,2.411
5,1,15,-11.610,2.471,3.680,-0.561,0.314,0.766,37.475,1.000,14.158,950.001,2.362
5,1,16,-12.156,2.777,4.427,-0.501,0.265,0.824,40.578,1.000,15.158,948.028,1.974
5,1,17,-12.645,3.036,5.231,-0.433,0.317,0.843,45.371,1.000,16.158,944.529,3.499
5,1,18,-13.068,3.345,6.053,-0.347,0.237,0.908,49.799,1.000,17.158,941.409,3.120
5,1,19,-13.406,3.576,6.938,-0.185,0.404,0.896,60.793,1.000,18.158,937.901,3.508
5,1,20,-13.586,3.970,7.811,-0.293,0.443,0.847,55.167,1.000,19.158,920.578,17.323
5,1,21,-13.872,4.402,8.637,-0.336,0.083,0.938,49.571,1.000,20.158,917.393,3.185
5,1,22,-13.903,4.409,8.724,-0.511,-0.001,0.860,38.309,0.093,20.251,320.214,0.395
5,1,23,-14.354,4.408,9.483,0.731,0.075,0.679,116.124,1.000,21.251,316.145,4.069
5,1,24,-13.710,4.474,10.080,0.402,0.781,0.477,102.405,1.000,22.251,311.573,4.572
5,1,25,-13.357,5.160,10.500,0.222,0.386,-0.895,122.168,1.000,23.251,306.831,4.742
5,1,26,-13.163,5.499,9.716,0.254,0.122,-0.959,125.611,1.000,24.251,300.273,6.557
5,1,27,-12.941,5.605,8.879,0.339,-0.603,-0.722,124.527,1.000,25.251,294.678,5.595
5,1,28,-12.647,5.082,8.252,-0.188,-0.834,-0.518,89.972,1.000,26.251,287.991,6.688
5,1,29,-12.809,4.360,7.804,-0.413,-0.810,-0.417,75.734,1.000,27.251,281.380,6.611
5,1,30,-13.164,3.664,7.445,-0.435,-0.455,-0.777,82.285,1.000,28.251,269.068,12.312
5,1,31,-13.535,3.276,6.785,-0.355,-0.350,-0.867,88.506,1.000,29.251,259.780,9.288
5,1,32,-13.834,2.981,6.054,0.773,0.010,-0.635,161.567,1.000,30.251,256.088,3.692
5,1,33,-13.185,2.989,5.520,0.975,-0.016,-0.223,171.711,1.000,31.251,232.574,23.515
5,1,34,-12.388,2.976,5.338,0.643,-0.461,-0.612,144.442,1.000,32.251,226.904,5.670
5,1,35,-11.867,2.603,4.843,0.999,0.024,0.045,156.453,1.000,33.251,215.665,11.238
5,1,36,-11.073,2.623,4.879,0.726,0.356,0.588,118.170,1.000,34.251,210.702,4.963
5,1,37,-10.500,2.904,5.342,-0.015,-0.061,0.998,68.135,1.000,35.251,205.486,5.216
5,1,38,-10.512,2.856,6.122,-0.739,0.281,0.612,25.135,1.000,36.251,197.882,7.605
5,1,39,-10.955,3.025,6.490,-0.418,0.908,-0.019,68.171,0.723,36.975,150.466,4.769
5,1,40,-11.236,3.636,6.477,-0.829,-0.146,0.540,14.310,1.000,37.975,142.171,8.295
5,1,41,-11.774,3.541,6.828,-0.352,-0.390,0.851,50.340,1.000,38.975,132.385,9.786
5,1,42,-11.991,3.300,7.353,0.011,0.510,0.860,73.089,1.000,39.975,124.379,8.006
5,1,43,-11.985,3.601,7.860,-0.810,-0.366,0.457,22.310,1.000,40.975,119.078,5.301
5,1,44,-12.445,3.393,8.120,0.336,0.413,-0.847,128.460,1.000,41.975,108.427,10.652
5,1,45,-12.270,3.608,7.678,0.521,-0.351,-0.778,139.470,1.000,42.975,91.395,17.032
5,1,46,-12.051,3.461,7.351,-0.969,-0.211,-0.124,30.294,0.888,43.863,81.298,10.097
5,1,47,-12.388,3.387,7.308,0.260,-0.950,-0.172,106.996,0.733,44.596,71.952,9.346
5,1,48,-12.314,3.117,7.259,-0.359,-0.733,-0.577,82.069,0.601,45.197,62.498,9.454
5,1,49,-12.395,2.952,7.128,-0.002,-0.397,0.918,70.406,0.477,45.674,54.515,7.983
5,1,50,-12.395,2.880,7.294,0.646,0.478,-0.595,145.346,0.382,46.056,47.427,7.089
5,1,51,-12.302,2.949,7.208,-0.668,-0.530,-0.523,63.675,0.306,46.362,41.330,6.097
5,1,52,-12.379,2.888,7.148,0.752,0.065,0.656,117.908,0.245,46.607,34.046,7.284
5,1,53,-12.315,2.894,7.204,-0.088,-0.406,0.910,65.614,0.181,46.788,25.953,8.093
5,1,54,-12.320,2.871,7.253,0.656,0.348,-0.669,148.947,0.120,46.908,21.726,4.227
5,1,55,-12.293,2.886,7.226,-0.831,0.555,0.018,39.159,0.093,47.001,19.636,2.089
5,1,56,-12.323,2.905,7.226,-0.681,0.158,-0.715,67.805,0.081,47.082,16.450,3.186
5,1,57,-12.341,2.910,7.207,0.824,0.290,0.487,126.755,0.064,47.145,13.941,2.509
5,1,58,-12.324,2.916,7.217,-0.594,0.768,-0.239,62.696,0.052,47.197,10.926,3.014
5,1,59,-12.332,2.927,7.214,0.863,-0.037,-0.504,170.290,0.040,47.237,9.776,1.150
5,1,60,-12.322,2.927,7.207,0.800,0.542,0.259,131.376,0.035,47.272,8.781,0.996
5,1,61,-12.313,2.933,7.210,-0.233,0.444,0.865,58.577,0.032,47.304,6.683,2.098
5,1,62,-12.315,2.936,7.216,0.658,0.708,0.256,122.099,0.025,47.329,4.978,1.705
5,1,63,-12.312,2.939,7.218,0.440,-0.229,-0.868,135.972,0.020,47.349,2.703,2.275
5,1,64,-12.311,2.939,7.216,-0.705,0.707,0.055,48.017,0.013,47.362,0.447,2.256
5,1,65,-12.311,2.939,7.216,-0.705,0.707,0.055,48.017,0.001,47.363,0.000,0.447
5,3,1,-9.646,9.879,9.414,0.173,0.906,0.386,0.000,7.565,7.565,0.000,0.094
5,8,1,-9.646,9.879,9.414,0.067,-0.368,0.927,36.356,0.000,0.000,0.000,0.021
5,7,1,-9.646,9.879,9.414,0.194,0.967,0.165,48.939,0.000,0.000,0.000,0.021
5,6,1,-9.646,9.879,9.414,-0.817,-0.549,0.175,0.000,0.000,0.000,0.000,0.012
5,5,1,-16.260,-3.943,-11.531,-0.255,-0.533,-0.807,0.000,25.951,25.951,0.000,0.127
5,17,1,-16.260,-3.943,-11.531,-0.442,-0.060,-0.895,77.733,0.000,0.000,0.000,0.035
5,16,1,-16.260,-3.943,-11.531,-0.518,0.768,0.377,107.218,0.000,0.000,0.000,0.047
5,15,1,-16.260,-3.943,-11.531,-0.552,0.723,-0.415,79.847,0.000,0.000,0.000,0.046
5,14,1,-16.260,-3.943,-11.531,0.872,-0.071,-0.484,81.333,0.000,0.000,0.000,0.023
5,13,1,-16.260,-3.943,-11.531,0.427,-0.692,-0.582,0.000,0.000,0.000,0.551,0.000
5,13,2,-16.260,-3.943,-11.531,0.427,-0.692,-0.582,0.000,0.001,0.001,0.000,0.551
5,12,1,-16.260,-3.943,-11.531,0.160,0.984,0.071,148.806,0.000,0.000,0.000,0.023
5,11,1,-14.320,-5.303,-12.269,0.782,-0.548,-0.297,0.000,2.481,2.481,0.000,0.152
5,25,1,-14.320,-5.303,-12.269,0.205,-0.979,0.020,0.000,0.000,0.000,0.000,0.021
5,24,1,-14.320,-5.303,-12.268,-0.290,-0.621,0.729,0.000,0.000,0.000,0.000,0.023
5,23,1,-14.320,-5.303,-12.269,-0.376,0.926,-0.043,128.133,0.000,0.000,0.000,0.046
5,22,1,-14.320,-5.303,-12.269,0.606,-0.595,0.528,150.762,0.000,0.000,0.000,0.034
5,21,1,-14.320,-5.303,-12.269,0.689,-0.308,-0.656,109.936,0.000,0.000,0.000,0.023
5,20,1,-14.320,-5.303,-12.269,0.330,0.645,-0.689,0.000,0.000,0.000,0.539,0.000
5,20,2,-14.320,-5.303,-12.269,0.330,0.645,-0.689,0.000,0.001,0.001,0.000,0.539
5,19,1,-14.320,-5.303,-12.269,0.437,-0.140,0.888,0.000,0.000,0.000,0.151,0.000
5,19,2,-14.320,-5.303,-12.268,0.437,-0.140,0.888,0.000,0.000,0.000,0.000,0.151
5,18,1,-14.320,-5.303,-12.269,-0.042,-0.924,0.379,0.000,0.000,0.000,3.421,0.002
5,18,2,-14.320,-5.305,-12.267,0.826,0.312,0.469,98.362,0.016,0.016,0.982,2.440
5,18,3,-14.320,-5.305,-12.267,0.826,0.312,0.469,98.362,0.003,0.019,0.000,0.982
5,10,1,-16.260,-3.943,-11.531,0.730,-0.661,-0.171,0.000,0.000,0.000,0.152,0.000
5,10,2,-16.260,-3.943,-11.531,0.730,-0.661,-0.171,0.000,0.000,0.000,0.000,0.152
5,9,2,-16.300,-3.989,-11.506,-0.150,0.425,-0.893,122.307,0.142,0.142,22.527,6.464
5,9,3,-16.307,-3.970,-11.546,0.414,-0.782,-0.466,83.027,0.098,0.240,20.066,2.461
5,9,4,-16.291,-3.999,-11.563,0.622,-0.579,-0.526,99.769,0.083,0.323,17.826,2.241
5,9,5,-16.272,-4.017,-11.579,0.597,0.244,-0.764,144.853,0.071,0.394,12.995,4.830
5,9,6,-16.261,-4.012,-11.593,0.796,0.240,-0.556,149.299,0.048,0.442,11.405,1.590
5,9,7,-16.248,-4.008,-11.602,-0.263,-0.850,0.456,22.485,0.041,0.483,0.273,11.133
5,9,8,-16.248,-4.009,-11.602,-0.263,-0.850,0.456,22.485,0.001,0.484,0.000,0.273
5,4,1,-9.646,9.879,9.414,0.540,0.430,-0.723,0.000,0.000,0.000,8.085,0.005
5,4,2,-9.641,9.883,9.407,0.697,-0.716,-0.047,84.128,0.030,0.030,7.124,0.961
5,4,3,-9.636,9.877,9.406,0.384,0.616,0.688,91.441,0.027,0.056,4.450,2.675
5,4,4,-9.634,9.880,9.409,0.173,0.391,-0.904,23.693,0.019,0.075,1.995,2.454
5,4,5,-9.634,9.880,9.408,0.173,0.391,-0.904,23.693,0.008,0.083,0.000,1.995
5,2,1,-41.416,75.001,522.873,0.259,-0.443,0.858,39.192,519.702,519.702,471.289,0.187
5,2,2,111.344,-186.292,1028.742,0.754,0.597,0.273,71.841,589.502,1109.204,265.919,0.012
5,2,3,2208.276,1473.700,1788.896,0.754,0.597,0.273,71.841,2780.383,3889.587,0.000,0.072
5,41,1,2208.276,1473.700,1788.896,-0.579,-0.255,-0.774,0.000,0.000,0.000,0.000,0.021
5,40,1,2208.276,1473.700,1788.896,0.962,0.238,-0.134,93.014,0.000,0.000,0.000,0.045
5,39,1,2208.276,1473.700,1788.896,-0.022,-0.995,-0.102,0.000,0.000,0.000,0.000,0.010
5,38,1,2213.188,1469.611,1808.989,0.233,-0.194,0.953,0.000,21.085,21.085,0.000,0.225
5,55,1,2213.188,1469.611,1808.989,-0.109,-0.994,0.014,145.684,0.000,0.000,0.000,0.045
5,54,1,2213.188,1469.611,1808.989,0.902,0.116,0.416,62.058,0.000,0.000,0.000,0.047
5,53,1,2213.188,1469.611,1808.989,0.047,0.442,0.896,0.000,0.000,0.000,0.000,0.043
5,52,1,2213.188,1469.611,1808.989,0.782,-0.195,-0.593,153.696,0.000,0.000,0.000,0.032
5,51,1,2213.188,1469.611,1808.989,-0.439,0.723,-0.533,32.401,0.000,0.000,0.000,0.046
5,50,1,2213.188,1469.611,1808.989,-0.905,0.382,-0.185,0.000,0.000,0.000,0.000,0.021
5,49,1,2213.188,1469.611,1808.989,0.305,-0.909,0.286,140.027,0.000,0.000,0.000,0.021
5,48,1,2213.188,1469.611,1808.989,0.733,0.075,-0.676,49.559,0.000,0.000,0.000,0.023
5,47,1,2213.188,1469.611,1808.989,-0.408,-0.898,-0.166,150.554,0.000,0.000,0.000,0.012
5,46,1,2213.188,1469.611,1808.989,-0.100,-0.966,-0.239,0.000,0.000,0.000,0.449,0.000
5,46,2,2213.188,1469.610,1808.989,-0.100,-0.966,-0.239,0.000,0.001,0.001,0.000,0.449
5,45,1,2213.188,1469.611,1808.989,0.086,-0.996,-0.035,133.134,0.000,0.000,0.000,0.010
5,44,2,2213.188,1469.611,1808.989,-0.244,-0.384,-0.890,145.137,0.000,0.001,0.000,0.101
5,43,1,2213.188,1469.611,1808.989,0.807,0.433,-0.402,0.000,0.000,0.000,3.698,0.002
5,43,2,2213.190,1469.612,1808.988,-0.447,0.378,-0.811,82.573,0.016,0.016,3.193,0.504
5,43,3,2213.189,1469.613,1808.986,-0.920,0.048,-0.389,124.429,0.015,0.031,1.948,1.245
5,43,4,2213.188,1469.613,1808.985,-0.920,0.048,-0.389,124.429,0.008,0.039,0.000,1.948
5,42,2,2213.247,1469.645,1808.993,0.813,-0.582,0.036,65.484,0.146,0.147,23.635,5.998
5,42,3,2213.285,1469.617,1808.995,0.816,-0.313,0.486,54.724,0.105,0.252,20.962,2.673
5,42,4,2213.317,1469.605,1809.014,0.196,-0.710,-0.676,102.833,0.088,0.340,18.807,2.155
5,42,5,2213.324,1469.581,1808.991,-0.964,0.068,-0.258,144.496,0.076,0.416,16.579,2.228
5,42,6,2213.297,1469.583,1808.984,-0.161,0.870,0.467,71.329,0.064,0.481,14.282,2.297
5,42,7,2213.294,1469.602,1808.995,-0.022,-0.977,0.211,119.599,0.053,0.534,10.762,3.519
5,42,8,2213.293,1469.588,1808.998,0.103,0.994,0.031,54.110,0.039,0.573,7.431,3.332
5,42,9,2213.294,1469.596,1808.998,-0.181,-0.670,0.720,116.750,0.028,0.600,6.902,0.529
5,42,10,2213.293,1469.591,1809.003,-0.999,-0.022,-0.047,151.326,0.026,0.626,0.000,6.902
5,37,1,2208.272,1473.719,1788.898,-0.200,0.949,0.244,12.104,0.020,0.020,231.324,0.040
5,37,2,2208.109,1474.492,1789.097,0.159,0.600,-0.784,57.951,1.000,1.020,225.625,5.699
5,37,3,2208.237,1474.976,1788.464,0.009,0.999,-0.043,12.304,1.000,2.020,218.312,7.313
5,37,4,2208.245,1475.774,1788.430,0.936,0.261,-0.237,85.976,1.000,3.020,204.208,14.104
5,37,5,2208.974,1475.977,1788.245,-0.428,-0.171,-0.887,96.797,1.000,4.020,196.374,7.834
5,37,6,2208.646,1475.846,1787.564,0.281,-0.716,-0.640,141.094,1.000,5.020,192.693,3.681
5,37,7,2208.859,1475.301,1787.076,1.000,-0.012,-0.020,101.626,1.000,6.020,187.245,5.448
5,37,8,2209.612,1475.292,1787.061,0.922,-0.126,0.366,106.543,1.000,7.020,155.653,31.592
5,37,9,2210.244,1475.206,1787.312,0.668,0.479,-0.569,71.150,1.000,8.020,147.282,8.370
5,37,10,2210.688,1475.524,1786.935,-0.430,0.413,0.803,59.001,1.000,9.020,140.320,6.963
5,37,11,2210.412,1475.789,1787.451,-0.971,-0.235,-0.037,92.758,1.000,10.020,128.543,11.776
5,37,12,2209.825,1475.647,1787.429,-0.132,-0.792,-0.596,140.682,1.000,11.020,119.399,9.144
5,37,13,2209.749,1475.196,1787.089,0.176,-0.423,-0.889,118.697,1.000,12.020,112.341,7.058
5,37,14,2209.844,1474.967,1786.609,-0.215,-0.941,-0.260,153.161,1.000,13.020,107.523,4.818
5,37,15,2209.733,1474.479,1786.474,0.003,-0.679,-0.734,133.869,1.000,14.020,98.112,9.411
5,37,16,2209.734,1474.159,1786.128,-0.600,0.791,0.120,26.626,0.998,15.018,70.246,27.866
5,37,17,2209.570,1474.375,1786.161,0.184,-0.888,0.422,152.975,0.578,15.595,63.014,7.232
5,37,18,2209.612,1474.172,1786.257,-0.053,-0.996,-0.078,165.853,0.483,16.079,38.174,24.841
5,37,19,2209.607,1474.072,1786.249,0.531,-0.831,0.166,155.514,0.216,16.295,20.952,17.221
5,37,20,2209.628,1474.039,1786.256,-0.767,-0.627,-0.139,118.353,0.088,16.383,18.906,2.046
5,37,21,2209.602,1474.018,1786.251,-0.974,0.117,-0.194,73.035,0.077,16.460,17.664,1.242
5,37,22,2209.572,1474.022,1786.245,0.260,0.938,-0.228,30.308,0.070,16.530,14.403,3.261
5,37,23,2209.578,1474.042,1786.240,0.914,-0.275,0.298,115.621,0.054,16.584,13.164,1.239
5,37,24,2209.596,1474.037,1786.246,-0.505,0.585,0.635,46.201,0.048,16.632,11.211,1.953
5,37,25,2209.588,1474.046,1786.256,0.128,0.506,0.853,59.833,0.041,16.673,9.577,1.634
5,37,26,2209.590,1474.052,1786.266,0.306,0.732,-0.608,50.295,0.035,16.708,8.463,1.114
5,37,27,2209.593,1474.060,1786.260,0.445,0.645,0.622,55.180,0.031,16.738,7.639,0.823
5,37,28,2209.597,1474.065,1786.265,-0.716,0.668,-0.201,38.367,0.028,16.767,3.640,3.999
5,37,29,2209.595,1474.067,1786.265,0.326,0.422,-0.846,71.211,0.016,16.783,0.697,2.943
5,37,30,2209.595,1474.067,1786.264,0.326,0.422,-0.846,71.211,0.002,16.785,0.000,0.697
5,36,1,111.342,-186.304,1028.753,-0.138,-0.708,0.692,2.620,0.016,0.016,205.315,0.043
5,36,2,111.234,-186.857,1029.294,-0.607,-0.780,-0.150,55.263,1.000,1.016,197.853,7.462
5,36,3,110.766,-187.458,1029.178,-0.702,-0.408,-0.584,88.550,1.000,2.016,191.063,6.790
5,36,4,110.233,-187.768,1028.734,-0.589,-0.808,-0.005,46.925,1.000,3.016,182.879,8.184
5,36,5,109.794,-188.369,1028.730,-0.488,-0.872,0.039,42.000,1.000,4.016,167.871,15.008
5,36,6,109.446,-188.993,1028.758,-0.764,-0.474,0.438,40.698,1.000,5.016,160.697,7.175
5,36,7,108.912,-189.324,1029.064,-0.374,-0.789,-0.488,71.575,1.000,6.016,113.654,47.043
5,36,8,108.708,-189.754,1028.797,0.658,-0.710,-0.253,75.571,1.000,7.016,104.121,9.532
5,36,9,109.038,-190.110,1028.671,0.734,0.665,0.137,120.961,1.000,8.016,95.835,8.286
5,36,10,109.371,-189.809,1028.733,0.740,0.198,0.643,80.680,0.960,8.977,85.882,9.953
5,36,11,109.652,-189.734,1028.977,-0.878,-0.011,-0.479,99.728,0.802,9.779,77.774,8.108
5,36,12,109.369,-189.737,1028.822,0.030,-0.999,-0.029,44.811,0.682,10.461,70.511,7.264
5,36,13,109.377,-190.012,1028.814,0.115,-0.039,0.993,48.256,0.581,11.042,60.461,10.050
5,36,14,109.402,-190.020,1029.026,-0.897,-0.399,0.189,55.888,0.452,11.494,55.086,5.375
5,36,15,109.237,-190.093,1029.061,-0.919,0.237,0.315,79.608,0.388,11.882,49.776,5.310
5,36,16,109.094,-190.056,1029.110,-0.636,0.169,0.753,61.694,0.330,12.213,44.318,5.457
5,36,17,109.012,-190.035,1029.207,0.626,-0.521,-0.579,95.721,0.274,12.487,40.307,4.011
5,36,18,109.081,-190.092,1029.143,0.722,-0.692,-0.012,67.356,0.236,12.723,37.303,3.004
5,36,19,109.152,-190.160,1029.142,0.892,-0.259,0.371,72.968,0.209,12.931,32.650,4.653
5,36,20,109.222,-190.180,1029.171,0.960,-0.189,0.206,82.962,0.170,13.101,26.116,6.534
5,36,21,109.275,-190.190,1029.183,-0.432,0.785,0.444,102.350,0.121,13.222,20.848,5.268
5,36,22,109.258,-190.160,1029.200,-0.419,0.801,-0.427,143.477,0.088,13.310,16.766,4.082
5,36,23,109.246,-190.138,1029.188,-0.000,-0.924,-0.382,64.815,0.065,13.375,9.350,7.416
5,36,24,109.246,-190.148,1029.183,0.135,-0.980,-0.148,53.169,0.034,13.409,8.772,0.578
5,36,25,109.248,-190.159,1029.182,-0.204,0.092,0.975,52.521,0.032,13.441,8.458,0.313
5,36,26,109.246,-190.158,1029.192,0.508,0.729,-0.458,156.709,0.031,13.472,7.238,1.220
5,36,27,109.250,-190.152,1029.188,0.676,-0.331,0.658,55.241,0.027,13.499,6.045,1.193
5,36,28,109.254,-190.154,1029.192,0.675,-0.120,-0.728,120.006,0.023,13.522,5.141,0.905
5,36,29,109.257,-190.155,1029.189,-0.903,-0.426,0.044,60.939,0.021,13.543,1.768,3.373
5,36,30,109.256,-190.155,1029.189,-0.903,-0.426,0.044,60.939,0.007,13.550,0.000,1.768
5,35,1,-41.416,75.002,522.873,-0.526,0.810,0.260,35.838,0.000,0.000,0.000,0.046
5,34,1,-41.416,75.001,522.873,-0.399,0.547,0.736,65.801,0.000,0.000,0.000,0.023
5,33,1,-41.416,75.001,522.873,0.351,0.578,0.736,43.379,0.000,0.000,0.000,0.023
5,32,1,-41.416,75.002,522.873,0.885,-0.186,0.428,127.338,0.000,0.000,0.000,0.010
5,31,1,-41.416,75.002,522.873,-0.221,0.952,-0.209,0.000,0.000,0.000,0.000,0.047
5,30,1,-41.416,75.001,522.873,0.629,-0.584,0.513,0.000,0.000,0.000,0.473,0.000
5,30,2,-41.415,75.001,522.874,0.629,-0.584,0.513,0.000,0.001,0.001,0.000,0.473
5,29,1,-41.415,75.001,522.873,-0.452,-0.105,0.886,78.465,0.000,0.000,0.000,0.021
5,28,1,-41.416,75.001,522.873,0.966,0.231,-0.119,0.000,0.000,0.000,0.228,0.000
5,28,2,-41.415,75.002,522.873,0.966,0.231,-0.119,0.000,0.001,0.001,0.000,0.228
5,27,1,-41.416,75.001,522.873,0.588,-0.318,-0.743,128.328,0.000,0.000,0.000,0.065
5,26,2,-41.702,75.457,523.131,-0.054,0.519,0.853,32.686,1.000,1.007,110.600,13.773
5,26,3,-41.731,75.733,523.585,0.658,0.621,0.425,64.738,1.000,2.007,105.200,5.400
5,26,4,-41.397,76.048,523.800,0.459,-0.835,0.302,133.089,1.000,3.007,89.618,15.582
5,26,5,-41.211,75.709,523.923,-0.382,0.176,0.907,42.879,0.860,3.868,81.259,8.359
5,26,6,-41.343,75.769,524.238,-0.381,0.691,0.615,8.744,0.733,4.600,74.043,7.216
5,26,7,-41.457,75.975,524.421,-0.218,0.503,-0.836,86.113,0.629,5.230,67.507,6.537
5,26,8,-41.512,76.104,524.207,0.666,-0.057,0.744,86.934,0.541,5.771,61.784,5.722
5,26,9,-41.365,76.091,524.371,0.947,-0.100,0.304,107.860,0.468,6.239,53.560,8.224
5,26,10,-41.199,76.074,524.425,0.608,-0.688,-0.397,165.970,0.371,6.610,50.303,3.256
5,26,11,-41.103,75.965,524.362,0.923,0.312,0.223,91.018,0.336,6.946,46.859,3.444
5,26,12,-40.972,76.009,524.393,-0.426,0.892,0.150,20.759,0.300,7.246,41.299,5.560
5,26,13,-41.021,76.111,524.411,0.067,-0.495,0.866,89.219,0.245,7.491,36.835,4.464
5,26,14,-41.015,76.064,524.493,0.050,0.987,-0.153,47.901,0.205,7.695,33.725,3.110
5,26,15,-41.011,76.146,524.481,-0.679,0.377,-0.630,75.229,0.178,7.874,30.768,2.956
5,26,16,-41.059,76.173,524.436,0.851,0.200,-0.485,114.979,0.155,8.029,25.867,4.902
5,26,17,-41.013,76.184,524.409,-0.177,-0.877,0.447,112.991,0.120,8.148,23.457,2.410
5,26,18,-41.021,76.143,524.430,-0.273,-0.961,-0.034,130.757,0.104,8.252,19.650,3.807
5,26,19,-41.031,76.109,524.429,-0.065,0.926,0.373,22.176,0.081,8.333,17.721,1.929
5,26,20,-41.033,76.137,524.440,-0.961,0.024,0.277,57.477,0.070,8.403,14.549,3.171
5,26,21,-41.055,76.137,524.446,-0.982,0.138,-0.129,64.142,0.055,8.457,12.480,2.069
5,26,22,-41.072,76.140,524.444,0.766,-0.623,-0.161,150.169,0.046,8.503,7.224,5.256
5,26,23,-41.066,76.135,524.443,0.430,-0.836,0.340,130.815,0.027,8.530,6.004,1.220
5,26,24,-41.063,76.130,524.445,-0.876,0.328,-0.354,64.478,0.023,8.553,4.156,1.848
5,26,25,-41.066,76.131,524.444,0.846,-0.527,-0.085,141.959,0.018,8.571,2.294,1.862
5,26,26,-41.065,76.130,524.443,0.643,0.195,-0.741,117.932,0.010,8.582,0.000,2.294
6,1,0,0.000,0.000,0.000,-0.521,-0.279,-0.807,0.000,0.000,0.000,1000.000,0.000
6,1,1,-0.084,-0.039,-0.128,-0.572,-0.187,-0.799,6.083,0.158,0.158,998.672,1.328
6,1,2,-0.643,-0.222,-0.908,-0.547,-0.174,-0.819,6.243,1.000,1.158,993.601,5.072
6,1,3,-1.177,-0.392,-1.708,-0.517,-0.243,-0.821,2.253,1.000,2.158,991.053,2.547
6,1,4,-1.683,-0.629,-2.510,-0.664,0.066,-0.745,21.836,1.000,3.158,988.596,2.457
6,1,5,-2.331,-0.564,-3.238,-0.312,0.161,-0.936,29.202,1.000,4.158,983.314,5.282
